decision,final_wording,surface,file,concept,note,blocked_on,retired_words_to_fix,#factions,ua,snide,wow,coven,ephemerists,everymen,singularity,albescent,na
FACTION,"ua: {{from_name}} submitted a piece. It stands. | snide: {{from_name}} finished what {{to_name}} couldn't start. | wow: {{from_name}} hath furnished proof. The fern has been formally notified. | coven: {{from_name}} laid fresh proof on the hearth, submitted and hearted by the circle — while {{to_name}} lingers at the door. | ephemerists: {{from_name}} submitted the finding before it could pass. {{to_name}} let it slip. | everymen: {{from_name}} made something real. {{to_name}} is still scrolling. | singularity: {{from_name}} executed. {{to_name}} is still in the queue. | na: {{from_name}} just completed a task. {{to_name}} is still thinking about it.",taunts,taunts.json,{F}.praxis_complete.[0],"RETIRED-WORD REWRITE applied: replace where the word NAMES the entity, keep as imagery.",,,8,{{from_name}} submitted a piece. It stands.,{{from_name}} finished what {{to_name}} couldn't start.,{{from_name}} hath furnished proof. The fern has been formally notified.,"{{from_name}} laid fresh proof on the hearth, submitted and hearted by the circle — while {{to_name}} lingers at the door.",{{from_name}} submitted the finding before it could pass. {{to_name}} let it slip.,{{from_name}} made something real. {{to_name}} is still scrolling.,{{from_name}} executed. {{to_name}} is still in the queue.,,{{from_name}} just completed a task. {{to_name}} is still thinking about it.
FACTION,ua: One more true thing from {{from_name}}. | wow: Deed submitted. {{from_name}} adds one more glorious absurdity to the eternal ledger of whimsy. | na: {{from_name}} submitted praxis. {{to_name}}... did not.,taunts,taunts.json,{F}.praxis_complete.[1],"RETIRED-WORD REWRITE applied: replace where the word NAMES the entity, keep as imagery.",,,3,One more true thing from {{from_name}}.,,Deed submitted. {{from_name}} adds one more glorious absurdity to the eternal ledger of whimsy.,,,,,,{{from_name}} submitted praxis. {{to_name}}... did not.
FACTION,,taunts,taunts.json,{F}.level_up.[2],"FALSE POSITIVE: wow ""Huzzah for X"" is an interjection; the ruling retired ""huzzahs"" as a name for POINTS.",,,1,,,"Huzzah for {{from_name}}, promoted this day for distinguished services to gleeful nonsense.",,,,,,
FACTION,"wow: The Court reviewed {{from_name}}'s praxis, wept a single joyful tear, and stamped it GLORIOUS.",taunts,taunts.json,{F}.praxis_complete.[2],"RETIRED-WORD REWRITE applied: replace where the word NAMES the entity, keep as imagery.",,,1,,,"The Court reviewed {{from_name}}'s praxis, wept a single joyful tear, and stamped it GLORIOUS.",,,,,,
FACTION,,misc,forms.json,editCharacter.mobile.{F},na's own identity label. Keep.,,,1,,,,,,,,,Unaffiliated
GENERIC,lvl,profile kits (#1858),profileKit (hardcoded .tsx),profileKit.{F}.ringLabel,"Hardcoded in .tsx, not i18n. Move first (issue #1858), then apply. || Old per-faction values contain retired words; moot — replaced by one shared string.",#1858,,8,anno,lvl,rank,lvl,level,lvl,lvl,,lvl
GENERIC,{{current}} / {{span}} pts this level,profile kits (#1858),profileKit (hardcoded .tsx),profileKit.{F}.levelUnitLabel,"Hardcoded in .tsx, not i18n. Move first (issue #1858), then apply. || Old per-faction values contain retired words; moot — replaced by one shared string.",#1858,,4,points this anno,,huzzahs toward the next rank,,pvncta this level,,,,{{current}} / {{span}} pts this level
GENERIC,next · lvl {{level}},profile kits (#1858),profileKit (hardcoded .tsx),profileKit.{F}.nextLevelLabel,"Hardcoded in .tsx, not i18n. Move first (issue #1858), then apply. || Old per-faction values contain retired words; moot — replaced by one shared string.",#1858,,8,next · anno {next},next · lvl {next},next · rank {next},next · lvl {next},next · level {next} (roman),NEXT · LVL {next},next // lvl {next},,next · lvl {{level}}
CUT,,profile kits (#1858),profileKit (hardcoded .tsx),profileKit.{F}.scoreFootnote,"Single-faction flourish on a surface ruled generic. Cut per the ""strip it out, put it back intentionally"" principle.",#1858,,1,,,,,,,> {score} PTS LOGGED,,
GENERIC,Submitted by {{name}},profile kits (#1858),profileKit (hardcoded .tsx),profileKit.{F}.praxisEyebrow,"Verb per the ruled ""submitted"". Blocked on #1858. || Old per-faction values contain retired words; moot — replaced by one shared string.",#1858,,7,Sealed by {name},cases closed by {name},Chronicles sealed by {name},sealed by {name},Filed to the codex by {name},Work {name} finished,Sealed outputs // by {name},,
GENERIC,No praxis sealed yet,profile kits (#1858),profileKit (hardcoded .tsx),profileKit.{F}.praxisEmpty.title,"Hardcoded in .tsx, not i18n. Move first (issue #1858), then apply. || Old per-faction values contain retired words; moot — replaced by one shared string.",#1858,,8,Nothing sealed yet,No priors. Yet.,No chronicle yet,No spells sealed yet,The codex holds no entry yet,No work on the board yet,> NO OUTPUT SEALED,,No praxis sealed yet
GENERIC,Every path is still open — the first finding is the hardest.,profile kits (#1858),profileKit (hardcoded .tsx),profileKit.{F}.praxisEmpty.body,"Hardcoded in .tsx, not i18n. Move first (issue #1858), then apply. || Old per-faction values contain retired words; moot — replaced by one shared string.",#1858,,8,"One true piece, then another. The first is always the boldest.",Clean record's a bad look around here. Go pull a job.,"The Court waits. Go and do something gloriously daft, then write it down.",The first bit of mischief is always the hardest ✦,"Walk a road, and set the first record down.",Answer a call. Put in the first shift.,Run a protocol. Cast the first signal.,,Every path is still open — the first finding is the hardest.
GENERIC,Badges,profile kits (#1858),profileKit (hardcoded .tsx),profileKit.{F}.badgeTitle,"Hardcoded in .tsx, not i18n. Move first (issue #1858), then apply. || Old per-faction values contain retired words; moot — replaced by one shared string.",#1858,,8,Seals of the practice,The record,Honours & Credentials,Charms earned,Concordances,Citations,Verified,,Badges
